Era{0}: --------------------
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999984, 0.999968)
(0.999996, 0.999991)
(0.999999, 1.000000)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000000, 0.999999)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{309}: --------------------
(1.000007, 1.000013)
(1.000017, 1.000034)
(0.999984, 0.999969)
(1.000010, 1.000019)
(0.999990, 0.999980)
(0.999991, 0.999981)
(0.999973, 0.999945)
(0.999995, 0.999988)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999984, 0.999968)
(0.999996, 0.999991)
(0.999999, 1.000000)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000000, 0.999999)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{310}: --------------------
(1.000007, 1.000013)
(1.000017, 1.000034)
(0.999984, 0.999969)
(1.000010, 1.000019)
(0.999990, 0.999980)
(0.999991, 0.999981)
(0.999973, 0.999945)
(0.999995, 0.999988)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000000, 0.999999)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{311}: --------------------
(1.000007, 1.000013)
(1.000017, 1.000034)
(0.999984, 0.999969)
(1.000010, 1.000019)
(0.999990, 0.999980)
(0.999991, 0.999981)
(0.999973, 0.999945)
(0.999995, 0.999988)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(0.999998, 0.999994)
(0.999999, 0.999998)
(1.000000, 0.999999)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{312}: --------------------
(1.000007, 1.000013)
(1.000017, 1.000034)
(0.999984, 0.999969)
(1.000010, 1.000019)
(1.000002, 1.000004)
(0.999991, 0.999981)
(0.999973, 0.999945)
(0.999995, 0.999988)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(0.999998, 0.999994)
(0.999999, 0.999998)
(1.000000, 0.999999)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{313}: --------------------
(1.000007, 1.000013)
(0.999996, 0.999993)
(0.999984, 0.999969)
(1.000010, 1.000019)
(1.000002, 1.000004)
(0.999991, 0.999981)
(0.999973, 0.999945)
(0.999995, 0.999988)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(0.999998, 0.999994)
(0.999999, 0.999998)
(1.000000, 0.999999)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{314}: --------------------
(1.000007, 1.000013)
(0.999996, 0.999993)
(0.999984, 0.999969)
(1.000010, 1.000019)
(1.000002, 1.000004)
(0.999991, 0.999981)
(0.999973, 0.999945)
(0.999995, 0.999988)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(0.999998, 0.999994)
(0.999999, 0.999998)
(1.000000, 0.999999)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{315}: --------------------
(1.000007, 1.000013)
(0.999996, 0.999993)
(0.999984, 0.999969)
(1.000010, 1.000019)
(1.000002, 1.000004)
(1.000011, 1.000022)
(0.999973, 0.999945)
(0.999995, 0.999988)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(0.999998, 0.999994)
(0.999999, 0.999998)
(1.000000, 0.999999)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{316}: --------------------
(1.000007, 1.000013)
(0.999996, 0.999993)
(0.999984, 0.999969)
(1.000010, 1.000019)
(1.000002, 1.000004)
(1.000011, 1.000022)
(0.999973, 0.999945)
(0.999995, 0.999988)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(0.999998, 0.999994)
(0.999999, 0.999998)
(1.000000, 0.999999)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{317}: --------------------
(1.000007, 1.000013)
(0.999996, 0.999993)
(0.999984, 0.999969)
(1.000010, 1.000019)
(1.000002, 1.000004)
(1.000011, 1.000022)
(0.999973, 0.999945)
(0.999997, 0.999994)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(0.999998, 0.999994)
(0.999999, 0.999998)
(1.000000, 0.999999)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999995, 0.999991)
(0.999994, 0.999988)

Era{318}: --------------------
(0.999996, 0.999991)
(0.999996, 0.999993)
(0.999984, 0.999969)
(1.000010, 1.000019)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999973, 0.999945)
(0.999997, 0.999994)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(0.999998, 0.999994)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999995, 0.999991)
(0.999994, 0.999988)

Era{319}: --------------------
(0.999996, 0.999991)
(0.999996, 0.999993)
(0.999984, 0.999969)
(1.000000, 1.000000)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999973, 0.999945)
(0.999997, 0.999994)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(0.999998, 0.999994)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999995, 0.999991)
(1.000000, 1.000001)

Era{320}: --------------------
(0.999996, 0.999991)
(0.999996, 0.999993)
(0.999984, 0.999969)
(1.000000, 1.000000)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999973, 0.999945)
(0.999997, 0.999994)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(0.999994, 0.999989)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999995, 0.999991)
(1.000000, 1.000001)

Era{321}: --------------------
(0.999996, 0.999991)
(0.999996, 0.999993)
(0.999984, 0.999969)
(1.000000, 1.000000)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999973, 0.999945)
(0.999997, 0.999994)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(0.999994, 0.999989)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999995, 0.999991)
(1.000000, 1.000001)

Era{322}: --------------------
(0.999996, 0.999991)
(0.999996, 0.999993)
(0.999984, 0.999969)
(1.000000, 1.000000)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999973, 0.999945)
(0.999997, 0.999994)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(0.999999, 1.000000)
(0.999994, 0.999989)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999995, 0.999991)
(1.000000, 1.000001)

Era{323}: --------------------
(0.999996, 0.999991)
(0.999996, 0.999993)
(0.999984, 0.999969)
(1.000000, 1.000000)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999973, 0.999945)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(1.000005, 1.000010)
(0.999994, 0.999989)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999995, 0.999991)
(1.000000, 1.000001)

Era{324}: --------------------
(0.999996, 0.999991)
(0.999996, 0.999993)
(0.999989, 0.999979)
(1.000000, 1.000000)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999995, 0.999989)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(1.000005, 1.000010)
(0.999994, 0.999989)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999995, 0.999991)
(1.000000, 1.000001)

Era{325}: --------------------
(0.999992, 0.999984)
(0.999996, 0.999993)
(1.000004, 1.000010)
(1.000000, 1.000000)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999995, 0.999989)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(1.000005, 1.000010)
(1.000001, 1.000002)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999995, 0.999991)
(1.000000, 1.000001)

Era{326}: --------------------
(0.999992, 0.999984)
(0.999999, 0.999998)
(0.999995, 0.999989)
(1.000000, 1.000000)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999995, 0.999989)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(1.000005, 1.000010)
(1.000001, 1.000002)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999995, 0.999991)
(1.000000, 1.000001)

Era{327}: --------------------
(0.999992, 0.999984)
(0.999999, 0.999998)
(0.999995, 0.999989)
(1.000000, 1.000000)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999995, 0.999989)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(1.000005, 1.000010)
(1.000001, 1.000002)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999995, 0.999991)
(1.000000, 1.000001)

Era{328}: --------------------
(0.999992, 0.999984)
(0.999999, 0.999998)
(0.999995, 0.999989)
(1.000000, 1.000000)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999998, 0.999996)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(1.000005, 1.000010)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{329}: --------------------
(0.999992, 0.999984)
(0.999999, 0.999998)
(0.999995, 0.999990)
(1.000000, 1.000000)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999998, 0.999996)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(1.000005, 1.000010)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{330}: --------------------
(0.999992, 0.999984)
(0.999999, 0.999998)
(0.999995, 0.999990)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999998, 0.999996)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(1.000005, 1.000010)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{331}: --------------------
(0.999992, 0.999984)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999998, 0.999996)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(1.000005, 1.000010)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{332}: --------------------
(0.999992, 0.999984)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999998, 0.999996)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999994, 0.999987)
(0.999996, 0.999991)
(1.000005, 1.000010)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{333}: --------------------
(0.999992, 0.999984)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(1.000006, 1.000012)
(0.999996, 0.999991)
(1.000005, 1.000010)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{334}: --------------------
(0.999992, 0.999984)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(1.000006, 1.000012)
(0.999996, 0.999991)
(1.000005, 1.000010)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{335}: --------------------
(0.999993, 0.999985)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(1.000006, 1.000012)
(0.999996, 0.999991)
(1.000005, 1.000010)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{336}: --------------------
(0.999993, 0.999985)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999997, 0.999993)
(1.000000, 1.000001)
(1.000006, 1.000012)
(0.999996, 0.999991)
(1.000000, 1.000000)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{337}: --------------------
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000006, 1.000012)
(1.000003, 1.000006)
(1.000000, 1.000000)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{338}: --------------------
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000006, 1.000012)
(1.000003, 1.000006)
(1.000000, 1.000000)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(1.000002, 1.000005)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{339}: --------------------
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000000, 1.000000)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(1.000002, 1.000005)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{340}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000000, 1.000000)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(1.000003, 1.000006)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{341}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000000, 1.000000)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000005, 1.000011)
(1.000009, 1.000018)
(1.000003, 1.000006)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{342}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000005, 1.000009)
(0.999995, 0.999990)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000009, 1.000018)
(1.000003, 1.000006)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{343}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000005, 1.000009)
(0.999995, 0.999991)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000009, 1.000018)
(1.000003, 1.000006)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{344}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000005, 1.000009)
(0.999997, 0.999994)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000005, 1.000010)
(1.000003, 1.000006)
(0.999998, 0.999996)
(1.000000, 1.000001)

Era{345}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(0.999997, 0.999994)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000005, 1.000010)
(1.000003, 1.000006)
(0.999998, 0.999996)
(1.000002, 1.000005)

Era{346}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(0.999997, 0.999994)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000002, 1.000005)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000005)

Era{347}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(0.999997, 0.999994)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000002, 1.000005)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000005)

Era{348}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(0.999997, 0.999994)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000005)

Era{349}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000002)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(0.999997, 0.999994)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000003, 1.000006)
(1.000001, 1.000002)
(1.000002, 1.000004)

Era{350}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(0.999997, 0.999994)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000001, 1.000003)
(1.000001, 1.000002)
(1.000002, 1.000004)

Era{351}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000002, 1.000004)
(0.999998, 0.999996)
(1.000001, 1.000003)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(0.999997, 0.999994)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000001, 1.000003)
(1.000001, 1.000002)
(1.000002, 1.000004)

Era{352}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(0.999997, 0.999994)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000001, 1.000003)
(0.999997, 0.999994)
(1.000002, 1.000004)

Era{353}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(0.999997, 0.999994)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000001, 1.000003)
(0.999997, 0.999994)
(1.000002, 1.000004)

Era{354}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(0.999997, 0.999994)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{355}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{356}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{357}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{358}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000002, 1.000004)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{359}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
